session_id,converted,revenue,n_clicks,mean_price,max_price,n_models
556,0,697,15,46.46666666666667,62,15
557,1,86,2,43.0,48,2
558,0,96,2,48.0,48,2
559,0,28,1,28.0,28,1
560,0,162,3,54.0,67,3
561,1,294,7,42.0,67,7
562,0,667,15,44.46666666666667,67,14
563,1,994,24,41.416666666666664,62,24
564,1,157,3,52.333333333333336,62,3
565,0,131,3,43.666666666666664,50,3
566,0,62,1,62.0,62,1
567,1,43,1,43.0,43,1
568,1,71,2,35.5,38,2
570,0,28,1,28.0,28,1
571,0,43,1,43.0,43,1
572,0,489,10,48.9,82,9
574,1,283,7,40.42857142857143,65,7
575,1,515,15,34.333333333333336,43,14
576,0,62,1,62.0,62,1
577,0,76,2,38.0,48,2
578,0,238,5,47.6,67,5
579,1,28,1,28.0,28,1
580,0,33,1,33.0,33,1
581,0,229,5,45.8,62,5
582,0,119,3,39.666666666666664,48,3
583,1,580,14,41.42857142857143,57,14
584,1,797,21,37.95238095238095,62,20
585,0,33,1,33.0,33,1
586,0,277,5,55.4,82,4
587,0,344,7,49.142857142857146,72,6
588,1,71,2,35.5,43,2
590,1,43,1,43.0,43,1
591,0,171,4,42.75,57,4
593,0,43,1,43.0,43,1
594,0,376,8,47.0,62,8
595,1,408,9,45.333333333333336,82,9
596,0,62,1,62.0,62,1
597,1,238,6,39.666666666666664,48,6
599,0,52,1,52.0,52,1
600,1,205,4,51.25,62,4
601,1,735,17,43.23529411764706,57,16
602,0,113,3,37.666666666666664,52,3
603,1,914,24,38.083333333333336,67,23
604,1,605,14,43.214285714285715,82,14
605,0,251,6,41.833333333333336,57,6
606,0,390,9,43.333333333333336,62,9
607,1,113,3,37.666666666666664,57,3
608,0,213,5,42.6,62,5
609,0,153,3,51.0,57,3
610,1,470,10,47.0,62,10
611,0,109,3,36.333333333333336,43,3
612,0,147,4,36.75,48,4
613,1,438,10,43.8,82,9
614,1,204,5,40.8,57,5
615,1,253,5,50.6,67,5
616,1,446,10,44.6,67,8
618,1,38,1,38.0,38,1
619,1,142,4,35.5,48,3
620,0,275,6,45.833333333333336,62,6
621,1,779,17,45.8235294117647,62,17
622,1,94,3,31.333333333333332,38,3
623,0,86,2,43.0,48,2
624,1,616,14,44.0,62,14
625,1,203,5,40.6,57,5
626,1,233,6,38.833333333333336,48,6
627,1,43,1,43.0,43,1
628,1,374,10,37.4,62,7
629,0,378,7,54.0,62,7
630,0,190,4,47.5,62,4
631,1,507,14,36.214285714285715,60,13
632,1,28,1,28.0,28,1
633,0,38,1,38.0,38,1
634,1,243,6,40.5,48,6
635,0,57,1,57.0,57,1
636,1,61,2,30.5,33,2
637,0,62,1,62.0,62,1
638,1,2052,55,37.30909090909091,57,34
639,1,100,2,50.0,57,2
640,1,163,4,40.75,57,4
641,1,447,11,40.63636363636363,62,10
642,0,28,1,28.0,28,1
643,0,329,7,47.0,62,4
644,1,127,4,31.75,43,4
645,0,482,9,53.55555555555556,82,8
646,0,105,2,52.5,62,2
647,1,190,5,38.0,43,5
648,0,1795,39,46.02564102564103,57,19
649,0,62,1,62.0,62,1
650,1,364,10,36.4,62,8
651,0,62,1,62.0,62,1
652,0,124,2,62.0,62,1
653,1,285,7,40.714285714285715,62,6
654,0,438,9,48.666666666666664,67,9
655,0,60,1,60.0,60,1
656,0,91,2,45.5,48,2
657,0,38,1,38.0,38,1
658,1,138,3,46.0,52,3
659,0,181,3,60.333333333333336,62,3
660,1,155,3,51.666666666666664,55,3
661,0,161,4,40.25,72,4
662,0,28,1,28.0,28,1
663,1,452,10,45.2,72,8
664,1,65,1,65.0,65,1
665,1,81,2,40.5,43,2
667,0,167,3,55.666666666666664,67,3
668,1,114,3,38.0,38,3
669,0,167,3,55.666666666666664,72,3
671,0,164,4,41.0,60,4
672,0,57,1,57.0,57,1
673,1,166,4,41.5,52,4
675,0,124,2,62.0,67,2
676,1,422,9,46.888888888888886,67,8
677,1,676,16,42.25,62,12
678,0,434,9,48.22222222222222,62,8
679,0,109,3,36.333333333333336,48,3
680,0,243,5,48.6,67,5
681,0,76,2,38.0,38,2
682,0,171,4,42.75,52,3
683,0,270,7,38.57142857142857,57,7
685,0,310,6,51.666666666666664,82,5
686,0,463,9,51.44444444444444,67,8
687,0,62,1,62.0,62,1
688,0,76,2,38.0,43,2
689,0,359,7,51.285714285714285,82,7
690,1,1199,28,42.82142857142857,67,25
692,1,43,1,43.0,43,1
693,0,62,1,62.0,62,1
694,1,231,5,46.2,57,5
695,1,1009,24,42.041666666666664,62,24
697,0,167,3,55.666666666666664,67,3
698,1,142,3,47.333333333333336,57,3
699,0,156,3,52.0,52,3
700,0,62,1,62.0,62,1
701,1,268,8,33.5,52,5
702,0,95,2,47.5,57,2
703,1,156,4,39.0,57,4
704,0,237,6,39.5,62,6
705,1,94,3,31.333333333333332,38,3
707,1,137,4,34.25,43,3
708,1,553,12,46.083333333333336,72,11
709,1,71,2,35.5,43,2
710,0,155,3,51.666666666666664,62,3
711,0,157,3,52.333333333333336,67,3
712,1,205,5,41.0,43,3
713,1,104,3,34.666666666666664,38,3
714,1,138,3,46.0,62,3
715,0,62,1,62.0,62,1
716,1,195,5,39.0,48,4
717,0,110,2,55.0,62,2
718,0,419,8,52.375,67,8
719,1,265,7,37.857142857142854,57,7
720,0,399,9,44.333333333333336,55,8
721,1,139,3,46.333333333333336,48,3
722,1,768,18,42.666666666666664,57,14
723,0,414,8,51.75,67,8
724,0,48,1,48.0,48,1
725,0,99,3,33.0,38,3
726,0,67,1,67.0,67,1
727,0,561,10,56.1,82,7
728,0,295,6,49.166666666666664,67,6
729,0,48,1,48.0,48,1
730,0,219,4,54.75,67,4
731,1,184,5,36.8,52,5
732,0,180,5,36.0,48,5
733,1,99,3,33.0,38,3
734,1,23,1,23.0,23,1
735,1,376,9,41.77777777777778,72,9
737,1,190,5,38.0,43,5
738,0,62,1,62.0,62,1
739,1,204,5,40.8,62,5
740,1,376,9,41.77777777777778,57,9
741,0,209,4,52.25,67,4
742,0,161,4,40.25,57,4
744,1,421,10,42.1,57,10
745,1,215,5,43.0,57,4
746,1,343,7,49.0,62,7
747,0,288,7,41.142857142857146,60,7
748,0,56,2,28.0,28,2
749,0,736,16,46.0,77,16
750,0,241,6,40.166666666666664,62,5
751,0,57,1,57.0,57,1
753,0,52,1,52.0,52,1
754,1,43,1,43.0,43,1
755,0,96,2,48.0,48,1
756,1,71,2,35.5,38,2
757,0,376,8,47.0,62,6
758,1,382,8,47.75,72,8
759,0,328,7,46.857142857142854,62,7
760,0,52,1,52.0,52,1
761,0,99,3,33.0,43,3
762,0,100,2,50.0,62,2
764,1,1197,27,44.333333333333336,62,27
765,1,193,5,38.6,52,4
766,0,28,1,28.0,28,1
767,0,356,7,50.857142857142854,82,7
768,0,119,3,39.666666666666664,48,3
769,1,476,11,43.27272727272727,67,10
770,1,208,6,34.666666666666664,43,5
771,0,185,5,37.0,38,3
772,1,145,3,48.333333333333336,60,3
774,0,426,10,42.6,62,10
775,1,480,11,43.63636363636363,67,11
776,1,33,1,33.0,33,1
777,0,57,1,57.0,57,1
778,0,67,1,67.0,67,1
779,1,114,3,38.0,43,3
780,1,141,4,35.25,52,4
781,1,38,1,38.0,38,1
782,1,89,3,29.666666666666668,38,3
783,1,71,2,35.5,38,2
784,0,62,1,62.0,62,1
785,0,100,2,50.0,62,2
786,1,48,1,48.0,48,1
787,0,231,4,57.75,60,2
788,0,86,2,43.0,43,1
790,0,28,1,28.0,28,1
791,0,38,1,38.0,38,1
792,0,33,1,33.0,33,1
793,1,76,2,38.0,43,2
794,0,28,1,28.0,28,1
795,0,756,17,44.470588235294116,62,14
796,0,43,1,43.0,43,1
797,0,23,1,23.0,23,1
798,0,248,4,62.0,62,1
799,0,52,1,52.0,52,1
800,0,374,10,37.4,57,10
801,1,38,1,38.0,38,1
802,1,482,11,43.81818181818182,57,9
803,1,768,19,40.421052631578945,55,16
804,0,128,3,42.666666666666664,62,3
805,0,124,2,62.0,62,2
806,0,147,4,36.75,48,4
807,0,52,1,52.0,52,1
808,1,299,8,37.375,48,8
809,0,48,1,48.0,48,1
810,1,394,9,43.77777777777778,62,9
811,0,290,5,58.0,62,3
812,0,96,2,48.0,48,1
813,0,137,4,34.25,48,4
814,1,470,11,42.72727272727273,57,9
815,1,783,20,39.15,72,20
816,1,38,1,38.0,38,1
817,1,124,3,41.333333333333336,48,2
818,0,48,1,48.0,48,1
819,0,109,2,54.5,57,2
820,0,172,3,57.333333333333336,67,3
821,0,142,3,47.333333333333336,57,3
822,1,266,7,38.0,48,6
823,0,62,1,62.0,62,1
824,0,604,12,50.333333333333336,62,11
825,1,187,4,46.75,48,4
827,1,1513,42,36.023809523809526,82,29
828,1,153,3,51.0,82,3
829,1,370,9,41.111111111111114,52,7
830,0,95,2,47.5,57,2
831,1,450,12,37.5,57,12
832,1,233,6,38.833333333333336,43,6
833,0,86,2,43.0,43,1
834,0,252,5,50.4,52,3
835,0,251,5,50.2,57,5
836,1,365,10,36.5,48,10
837,0,283,7,40.42857142857143,48,5
838,0,176,4,44.0,62,4
839,1,43,1,43.0,43,1
840,0,81,2,40.5,48,2
841,1,507,14,36.214285714285715,48,10
842,1,265,7,37.857142857142854,62,7
843,0,104,2,52.0,52,2
844,1,1479,33,44.81818181818182,62,28
845,0,110,2,55.0,62,2
846,0,86,2,43.0,43,2
847,0,200,4,50.0,72,4
848,1,289,8,36.125,43,8
849,1,1065,26,40.96153846153846,62,24
850,1,287,7,41.0,62,6
